"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","12063","Проверка наличия всех категорий и коллекций","tests","Tue Aug 19 07:50:02 GMT 2025","passed","Tue Aug 19 07:50:14 GMT 2025","TestCategories","test_category","",""
