"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","10165","Проверка категории 'Промо-одежда' и открытие первой ссылки из категории","tests","Thu Aug 14 06:54:48 GMT 2025","passed","Thu Aug 14 06:54:58 GMT 2025","TestCategories","test_category","",""
