"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","6092","Проверка наличия всех категорий и коллекций","tests","Tue Aug 19 08:13:19 GMT 2025","passed","Tue Aug 19 08:13:26 GMT 2025","TestCategories","test_category","",""
